math_marks,science_marks,social_marks,english_marks,hobby,activity,logic_score,creative_score,leadership_score,stream
76,76,97,81,Literary,Volunteering,4,4,5,Humanities
78,76,49,67,Technical,Robotics,2,1,2,Science
69,66,58,67,Technical,Volunteering,3,2,3,Science
94,62,91,83,Technical,Robotics,5,5,3,Science
68,65,66,91,Literary,Drama,2,4,1,Humanities
69,79,65,73,Technical,Robotics,2,2,1,Science
78,86,81,89,Technical,Volunteering,5,5,1,Science
79,80,100,88,Business,Entrepreneurship,5,5,5,Commerce
78,83,63,90,Artistic,Volunteering,2,3,1,Humanities
73,75,65,49,Literary,Volunteering,2,1,1,Science
64,61,73,78,Artistic,Volunteering,1,4,2,Humanities
73,75,86,66,Artistic,Volunteering,3,4,5,Humanities
76,51,73,76,Literary,Volunteering,1,3,3,Humanities
84,89,87,80,Technical,Robotics,4,5,1,Science
71,43,96,65,Artistic,Debating,2,1,4,Humanities
78,71,74,68,Technical,Robotics,3,4,5,Science
66,73,86,91,Business,Volunteering,4,4,4,Humanities
58,93,93,90,Technical,Robotics,4,5,3,Science
53,41,80,82,Artistic,Debating,1,4,2,Humanities
90,90,59,76,Technical,Volunteering,4,2,3,Science
71,57,66,66,Literary,Drama,2,1,2,Humanities
65,81,65,66,Literary,Drama,1,3,1,Humanities
68,89,74,57,Artistic,Drama,4,1,2,Science
78,76,71,89,Literary,Volunteering,2,3,2,Humanities
94,71,80,81,Literary,Debating,5,4,5,Humanities
81,72,67,65,Technical,Volunteering,4,3,1,Science
84,84,55,88,Business,Finance Club,4,5,1,Science
98,91,70,65,Technical,Volunteering,5,3,2,Science
48,63,64,87,Literary,Debating,1,2,1,Humanities
51,75,90,79,Business,Finance Club,1,3,3,Commerce
65,100,59,77,Artistic,Debating,3,1,2,Humanities
69,62,73,73,Business,Finance Club,1,5,2,Commerce
83,88,59,71,Technical,Volunteering,5,3,3,Science
64,87,78,83,Literary,Drama,3,5,4,Humanities
87,81,89,90,Technical,Robotics,4,2,4,Science
79,81,72,83,Artistic,Debating,3,4,3,Humanities
61,59,86,76,Business,Volunteering,2,2,5,Commerce
80,97,88,62,Technical,Volunteering,4,3,5,Science
58,41,54,66,Artistic,Drama,1,4,1,Humanities
70,69,78,84,Artistic,Drama,2,4,5,Humanities
65,68,73,80,Artistic,Volunteering,2,3,1,Humanities
76,85,73,82,Artistic,Debating,3,5,1,Humanities
98,88,69,68,Technical,Volunteering,5,1,3,Science
81,79,68,81,Literary,Volunteering,5,2,4,Science
72,65,69,79,Artistic,Debating,2,4,2,Humanities
41,58,73,76,Business,Finance Club,1,5,1,Humanities
58,67,79,75,Artistic,Drama,1,4,2,Humanities
74,74,76,76,Business,Finance Club,1,3,4,Commerce
67,78,71,61,Artistic,Debating,2,1,2,Humanities
74,69,67,87,Business,Volunteering,3,2,5,Commerce
93,66,88,90,Business,Entrepreneurship,4,5,3,Commerce
56,61,71,79,Business,Finance Club,4,4,5,Commerce
50,40,89,65,Artistic,Volunteering,1,4,3,Humanities
90,76,84,77,Business,Finance Club,5,4,3,Commerce
59,77,77,91,Literary,Debating,3,5,1,Humanities
68,64,74,59,Literary,Volunteering,2,1,4,Humanities
84,61,54,45,Business,Entrepreneurship,2,1,3,Commerce
56,73,77,84,Artistic,Drama,2,5,2,Humanities
81,79,66,69,Technical,Volunteering,4,2,5,Science
62,79,95,85,Technical,Robotics,4,5,5,Science
60,85,78,55,Technical,Robotics,4,4,2,Science
85,74,79,89,Literary,Debating,3,4,3,Humanities
66,80,65,100,Literary,Volunteering,3,4,3,Humanities
100,99,60,88,Business,Volunteering,5,3,1,Science
49,79,50,60,Business,Finance Club,4,1,1,Science
76,73,60,81,Technical,Volunteering,3,3,1,Science
75,88,84,71,Technical,Volunteering,3,5,2,Science
82,75,68,69,Artistic,Drama,4,4,2,Humanities
68,72,68,92,Business,Entrepreneurship,2,3,4,Commerce
89,84,66,52,Business,Volunteering,5,1,5,Science
93,86,70,95,Technical,Volunteering,5,4,2,Science
96,87,78,81,Artistic,Drama,2,4,2,Humanities
59,93,88,89,Technical,Robotics,4,5,3,Science
77,88,69,72,Literary,Debating,5,2,1,Humanities
71,60,63,67,Literary,Volunteering,1,1,1,Humanities
78,79,74,68,Artistic,Debating,2,4,2,Humanities
84,69,73,67,Literary,Drama,1,3,2,Humanities
70,97,65,75,Technical,Robotics,4,2,1,Science
82,68,63,64,Technical,Volunteering,4,3,2,Science
85,83,74,65,Business,Entrepreneurship,4,1,3,Commerce
74,64,74,59,Literary,Volunteering,1,4,4,Humanities
100,100,60,63,Technical,Robotics,5,3,2,Science
74,68,62,92,Technical,Volunteering,5,4,1,Science
58,46,74,82,Technical,Robotics,1,3,3,Humanities
54,67,80,66,Artistic,Volunteering,2,2,2,Humanities
78,88,100,80,Technical,Volunteering,5,5,5,Science
78,86,88,74,Technical,Volunteering,4,2,3,Science
82,68,76,53,Artistic,Debating,4,2,2,Humanities
87,81,72,64,Technical,Volunteering,5,3,2,Science
50,76,91,87,Literary,Drama,2,4,2,Humanities
67,88,84,74,Artistic,Drama,3,1,3,Humanities
71,82,65,77,Artistic,Volunteering,2,2,5,Humanities
81,63,85,57,Business,Finance Club,2,3,4,Commerce
97,84,73,75,Business,Finance Club,5,4,4,Commerce
77,70,68,66,Artistic,Debating,3,3,1,Humanities
38,63,90,79,Literary,Debating,1,5,5,Humanities
79,89,80,76,Business,Volunteering,4,3,3,Science
77,90,67,64,Literary,Debating,4,2,3,Humanities
82,74,88,78,Business,Entrepreneurship,5,4,4,Commerce
100,88,60,55,Technical,Volunteering,5,1,2,Science
87,96,93,70,Technical,Robotics,5,1,3,Science
84,80,76,96,Literary,Volunteering,3,4,1,Humanities
68,74,95,67,Literary,Drama,2,2,5,Humanities
77,91,80,71,Business,Finance Club,4,1,2,Commerce
79,97,70,65,Technical,Robotics,4,1,1,Science
83,72,74,88,Business,Entrepreneurship,2,5,2,Humanities
59,71,65,80,Literary,Volunteering,2,2,1,Humanities
82,86,71,77,Technical,Robotics,4,3,3,Science
49,80,82,85,Literary,Drama,1,4,2,Humanities
97,76,63,72,Technical,Volunteering,4,1,4,Science
93,81,68,79,Technical,Robotics,4,3,3,Science
76,96,75,49,Business,Volunteering,5,2,4,Science
64,63,80,65,Technical,Robotics,2,1,5,Science
78,84,65,62,Business,Entrepreneurship,5,1,5,Commerce
81,67,75,74,Technical,Volunteering,5,2,3,Science
65,81,63,87,Technical,Volunteering,5,4,2,Science
82,86,79,42,Business,Volunteering,3,1,5,Commerce
54,52,61,73,Literary,Debating,2,5,1,Humanities
63,79,93,85,Business,Finance Club,1,3,5,Commerce
67,61,56,62,Technical,Volunteering,1,2,2,Science
58,61,59,64,Artistic,Drama,1,2,2,Humanities
74,71,71,59,Technical,Robotics,3,1,3,Science
92,88,71,71,Technical,Volunteering,5,2,3,Science
70,83,73,62,Business,Entrepreneurship,3,1,5,Commerce
71,90,87,94,Business,Finance Club,2,3,5,Commerce
90,84,57,61,Technical,Volunteering,5,1,4,Science
77,69,55,60,Literary,Debating,2,1,1,Humanities
75,80,39,62,Business,Volunteering,3,2,1,Science
82,86,69,81,Technical,Robotics,5,4,1,Science
68,73,76,81,Business,Entrepreneurship,1,3,3,Commerce
50,73,87,79,Literary,Debating,1,4,5,Humanities
89,92,74,74,Technical,Robotics,4,1,4,Science
63,47,62,72,Business,Volunteering,1,1,4,Commerce
59,70,71,72,Technical,Robotics,4,1,1,Science
94,76,90,72,Literary,Drama,4,3,1,Humanities
83,100,76,91,Technical,Robotics,5,4,4,Science
62,77,95,77,Literary,Drama,3,5,3,Humanities
63,65,92,69,Business,Entrepreneurship,1,2,5,Commerce
98,71,69,70,Business,Entrepreneurship,5,3,2,Science
63,67,74,64,Business,Entrepreneurship,3,2,4,Commerce
82,87,92,73,Technical,Volunteering,4,2,3,Science
58,55,100,61,Business,Entrepreneurship,1,2,5,Commerce
62,90,66,84,Artistic,Drama,1,4,4,Humanities
79,69,69,58,Business,Volunteering,4,1,1,Science
90,71,67,80,Technical,Robotics,5,4,5,Science
70,84,74,82,Literary,Debating,4,2,5,Humanities
91,100,65,45,Technical,Robotics,5,1,5,Science
97,75,88,51,Technical,Robotics,4,1,5,Science
70,82,81,68,Technical,Volunteering,4,4,1,Science
85,85,73,82,Business,Entrepreneurship,5,4,2,Science
77,64,71,64,Artistic,Debating,2,3,2,Humanities
70,72,69,70,Literary,Volunteering,2,1,1,Humanities
86,83,88,67,Technical,Volunteering,4,2,3,Science
61,100,61,64,Business,Finance Club,4,2,3,Science
66,55,68,50,Business,Entrepreneurship,1,2,5,Commerce
46,65,83,76,Business,Entrepreneurship,1,5,1,Humanities
76,62,69,81,Literary,Debating,2,1,3,Humanities
73,85,83,67,Technical,Robotics,5,5,1,Science
86,73,85,89,Technical,Robotics,4,5,2,Science
69,79,69,60,Business,Volunteering,2,2,5,Commerce
84,72,76,72,Technical,Robotics,1,2,4,Science
70,85,95,82,Literary,Volunteering,2,4,4,Humanities
81,76,96,75,Technical,Volunteering,1,3,5,Commerce
49,64,78,73,Business,Finance Club,1,2,4,Commerce
76,60,73,63,Literary,Volunteering,1,2,1,Humanities
55,90,60,74,Business,Volunteering,3,1,1,Science
49,81,46,68,Technical,Volunteering,3,1,2,Science
67,80,73,90,Technical,Robotics,4,5,2,Science
77,63,80,91,Technical,Robotics,3,5,2,Science
69,51,60,98,Technical,Volunteering,1,4,2,Humanities
54,74,86,61,Literary,Volunteering,1,1,1,Humanities
73,78,82,97,Business,Entrepreneurship,5,5,5,Commerce
72,84,87,73,Technical,Volunteering,4,2,2,Science
85,69,88,82,Artistic,Volunteering,3,3,3,Humanities
86,62,75,92,Literary,Volunteering,3,5,1,Humanities
81,85,74,62,Literary,Debating,3,2,4,Humanities
92,81,53,73,Technical,Robotics,5,2,3,Science
81,86,90,93,Technical,Volunteering,4,5,1,Science
90,74,65,81,Technical,Robotics,4,1,1,Science
77,79,63,62,Literary,Volunteering,4,1,3,Science
79,61,83,75,Artistic,Drama,3,4,5,Humanities
57,49,75,90,Artistic,Drama,2,3,3,Humanities
61,78,53,57,Business,Volunteering,3,1,1,Science
59,55,77,61,Business,Finance Club,1,2,5,Commerce
79,72,79,58,Business,Volunteering,3,2,5,Commerce
64,55,68,63,Business,Volunteering,1,1,5,Commerce
83,86,78,68,Technical,Volunteering,4,2,5,Science
62,60,91,77,Literary,Debating,2,4,3,Humanities
81,82,71,66,Technical,Robotics,5,3,4,Science
60,77,63,49,Literary,Debating,1,1,3,Humanities
75,92,75,84,Technical,Volunteering,4,3,4,Science
65,72,92,72,Literary,Debating,1,4,5,Humanities
75,80,38,59,Literary,Drama,4,2,1,Science
84,65,81,68,Technical,Robotics,4,4,3,Science
82,70,73,74,Technical,Robotics,1,2,5,Science
94,71,59,65,Business,Volunteering,5,1,3,Science
51,67,79,84,Artistic,Drama,1,5,2,Humanities
74,93,80,95,Artistic,Drama,5,5,1,Humanities
61,83,58,80,Business,Volunteering,2,3,1,Humanities
63,60,72,69,Business,Volunteering,1,3,4,Commerce
86,91,75,67,Technical,Volunteering,4,3,1,Science
86,87,81,78,Technical,Volunteering,5,2,4,Science
66,73,97,82,Literary,Volunteering,1,5,2,Humanities
100,98,65,61,Technical,Robotics,5,2,3,Science
83,94,84,74,Technical,Volunteering,5,4,5,Science
91,82,60,71,Technical,Robotics,3,1,1,Science
83,70,92,82,Literary,Volunteering,3,4,4,Humanities
66,70,85,73,Literary,Volunteering,2,3,4,Humanities
67,68,56,62,Artistic,Volunteering,4,2,3,Science
76,67,80,91,Artistic,Drama,2,5,1,Humanities
84,72,68,60,Technical,Volunteering,4,1,4,Science
87,75,71,59,Literary,Drama,3,2,3,Humanities
58,61,47,59,Business,Entrepreneurship,1,1,4,Commerce
99,79,84,70,Technical,Robotics,5,2,3,Science
67,77,77,80,Technical,Volunteering,3,3,5,Science
66,90,92,92,Technical,Volunteering,4,5,5,Humanities
42,76,86,93,Literary,Debating,1,5,5,Humanities
55,63,79,81,Literary,Debating,1,2,2,Humanities
53,64,81,67,Technical,Robotics,2,1,3,Science
68,66,63,96,Artistic,Drama,2,5,4,Humanities
75,76,83,76,Technical,Robotics,4,2,4,Science
86,58,71,71,Business,Volunteering,1,4,2,Commerce
66,76,75,79,Artistic,Debating,2,3,1,Humanities
78,69,75,88,Artistic,Debating,2,5,1,Humanities
82,94,65,70,Technical,Volunteering,5,2,3,Science
57,62,59,65,Business,Finance Club,1,1,3,Commerce
82,73,96,71,Business,Finance Club,4,5,4,Commerce
99,75,68,68,Artistic,Drama,3,4,3,Humanities
76,66,79,42,Artistic,Volunteering,3,1,3,Science
93,87,67,96,Technical,Robotics,5,4,1,Science
79,58,82,73,Business,Entrepreneurship,1,1,3,Commerce
91,92,69,56,Business,Finance Club,3,1,5,Commerce
82,64,64,67,Business,Volunteering,4,4,1,Science
70,78,74,62,Technical,Volunteering,5,1,4,Science
90,69,88,72,Technical,Robotics,4,3,4,Science
90,74,76,72,Business,Volunteering,4,2,1,Science
88,71,75,63,Technical,Robotics,5,3,3,Science
56,75,72,86,Technical,Robotics,1,4,3,Humanities
83,66,56,82,Technical,Volunteering,2,2,3,Science
77,66,64,65,Literary,Volunteering,5,1,5,Science
80,96,93,90,Literary,Drama,3,5,5,Humanities
53,47,58,68,Artistic,Drama,1,1,4,Humanities
60,94,61,64,Technical,Robotics,5,1,4,Science
76,69,83,77,Technical,Robotics,2,4,3,Science
64,96,99,89,Artistic,Volunteering,2,5,1,Humanities
67,57,72,97,Literary,Drama,1,3,3,Humanities
85,78,66,81,Artistic,Volunteering,3,4,4,Humanities
42,69,97,85,Artistic,Drama,1,5,4,Humanities
76,58,98,100,Business,Finance Club,4,5,5,Commerce
80,90,67,74,Technical,Volunteering,4,4,1,Science
80,65,60,66,Technical,Volunteering,2,2,4,Science
81,72,72,63,Literary,Drama,2,1,3,Humanities
85,98,79,79,Business,Entrepreneurship,4,3,5,Commerce
82,81,70,95,Technical,Volunteering,4,5,2,Science
87,96,68,86,Technical,Robotics,5,4,1,Science
59,56,45,78,Literary,Drama,1,2,1,Humanities
75,85,81,56,Technical,Robotics,5,2,1,Science
93,76,66,82,Literary,Debating,3,5,4,Humanities
61,67,83,74,Literary,Volunteering,2,5,2,Humanities
82,58,75,63,Business,Volunteering,1,2,4,Commerce
80,100,75,59,Artistic,Debating,3,2,2,Humanities
73,75,46,71,Business,Finance Club,5,1,1,Science
81,73,98,90,Technical,Volunteering,4,5,4,Humanities
93,61,75,90,Technical,Robotics,2,5,2,Science
57,61,80,78,Literary,Debating,1,5,3,Humanities
71,71,69,45,Literary,Drama,3,1,3,Humanities
72,52,66,77,Artistic,Drama,2,4,2,Humanities
72,59,70,63,Business,Volunteering,2,1,5,Commerce
52,49,72,77,Literary,Volunteering,2,5,1,Humanities
87,100,80,59,Artistic,Volunteering,5,2,5,Science
88,80,76,81,Technical,Volunteering,5,4,2,Science
74,90,75,84,Literary,Debating,1,4,5,Humanities
81,92,72,75,Business,Volunteering,4,2,1,Science
91,72,62,80,Business,Volunteering,4,1,1,Science
78,68,86,74,Technical,Volunteering,3,4,1,Science
54,55,89,82,Artistic,Debating,1,3,2,Humanities
72,64,75,76,Artistic,Debating,1,4,2,Humanities
99,90,76,64,Technical,Volunteering,4,1,1,Science
83,82,81,66,Business,Volunteering,5,3,4,Commerce
57,50,100,91,Technical,Volunteering,1,4,2,Humanities
53,79,68,58,Technical,Volunteering,2,1,2,Science
93,78,77,56,Artistic,Drama,4,3,5,Humanities
67,67,56,70,Artistic,Drama,3,2,3,Humanities
43,44,75,48,Business,Volunteering,1,1,3,Commerce
71,62,65,60,Technical,Volunteering,3,1,2,Science
79,87,77,67,Business,Volunteering,3,2,2,Science
66,69,70,54,Technical,Robotics,4,2,3,Science
68,100,62,67,Literary,Volunteering,3,3,1,Science
66,62,78,45,Business,Finance Club,1,2,3,Commerce
76,91,91,90,Technical,Robotics,5,5,5,Science
76,75,79,77,Business,Volunteering,2,1,5,Commerce
79,80,66,91,Business,Volunteering,3,5,4,Humanities
69,89,64,75,Business,Volunteering,4,2,2,Science
85,59,85,47,Business,Entrepreneurship,1,3,5,Commerce
51,67,66,95,Literary,Drama,1,3,4,Humanities
74,83,68,49,Business,Volunteering,3,1,3,Commerce
83,94,71,95,Technical,Volunteering,5,5,4,Science
69,82,71,82,Technical,Robotics,4,1,5,Science
82,55,80,80,Literary,Drama,2,3,4,Humanities
72,69,56,55,Literary,Volunteering,4,1,3,Science
75,58,88,85,Literary,Debating,2,3,3,Humanities
84,79,80,90,Technical,Robotics,4,4,3,Science
73,88,63,67,Literary,Drama,3,2,1,Humanities
81,67,88,60,Business,Volunteering,2,5,3,Commerce
86,84,92,82,Artistic,Debating,3,4,5,Humanities
54,91,80,64,Artistic,Drama,2,4,2,Humanities
66,56,84,71,Artistic,Volunteering,1,2,3,Humanities
76,58,77,86,Artistic,Debating,4,4,5,Humanities
71,54,81,75,Technical,Robotics,1,3,5,Science
71,70,67,76,Business,Entrepreneurship,3,2,2,Commerce
78,85,71,74,Technical,Volunteering,5,2,5,Science
74,76,79,52,Technical,Volunteering,1,4,4,Science
74,64,65,86,Business,Entrepreneurship,2,2,5,Commerce
79,85,75,79,Technical,Volunteering,4,3,2,Science
76,59,64,84,Literary,Debating,1,3,1,Humanities
78,61,91,83,Business,Volunteering,2,4,3,Commerce
60,70,79,60,Business,Finance Club,1,2,3,Commerce
67,77,62,58,Artistic,Debating,3,2,1,Humanities
87,75,78,82,Literary,Debating,3,4,4,Humanities
90,78,71,69,Technical,Volunteering,3,2,3,Science
58,87,65,74,Technical,Volunteering,3,2,1,Science
87,90,71,74,Technical,Robotics,5,1,3,Science
86,71,81,91,Literary,Drama,4,4,4,Humanities
100,100,81,69,Literary,Volunteering,5,1,5,Science
66,83,85,66,Artistic,Drama,3,4,5,Humanities
56,58,58,92,Literary,Debating,1,4,4,Humanities
70,75,58,77,Literary,Drama,1,3,1,Humanities
91,75,82,68,Business,Entrepreneurship,3,2,3,Commerce
83,73,61,81,Business,Entrepreneurship,5,3,3,Commerce
84,100,66,68,Technical,Robotics,5,2,4,Science
55,75,74,72,Literary,Drama,2,3,2,Humanities
85,76,69,88,Artistic,Debating,3,2,2,Humanities
87,55,85,87,Artistic,Debating,2,4,5,Humanities
85,89,63,62,Technical,Robotics,5,3,1,Science
68,60,69,79,Literary,Volunteering,2,4,1,Humanities
91,67,79,89,Technical,Robotics,4,5,5,Science
62,71,61,76,Business,Volunteering,1,3,3,Commerce
62,90,71,70,Technical,Volunteering,4,2,3,Science
74,83,75,87,Literary,Debating,2,4,4,Humanities
77,96,64,71,Technical,Volunteering,4,3,2,Science
91,97,80,90,Technical,Robotics,5,4,1,Science
78,82,77,89,Technical,Volunteering,5,5,2,Science
68,65,59,59,Literary,Volunteering,3,1,3,Science
78,90,71,59,Technical,Robotics,3,1,3,Science
65,76,66,85,Business,Entrepreneurship,3,4,3,Commerce
73,79,75,43,Literary,Drama,1,1,5,Humanities
68,55,69,60,Artistic,Debating,1,1,3,Humanities
75,77,69,81,Artistic,Debating,4,4,4,Humanities
48,83,86,76,Artistic,Volunteering,1,5,3,Humanities
51,81,70,73,Technical,Volunteering,3,1,3,Science
68,65,81,70,Literary,Drama,3,4,4,Humanities
91,88,83,68,Technical,Volunteering,5,5,5,Science
79,66,88,88,Business,Finance Club,1,3,5,Commerce
70,75,82,63,Technical,Robotics,3,5,3,Science
66,72,75,100,Literary,Volunteering,2,5,2,Humanities
81,68,64,92,Artistic,Drama,1,5,1,Humanities
52,55,73,93,Business,Volunteering,1,5,2,Humanities
65,71,75,90,Literary,Drama,2,5,4,Humanities
73,70,65,79,Business,Volunteering,5,2,3,Science
82,90,74,63,Technical,Volunteering,3,2,2,Science
75,73,80,67,Technical,Volunteering,2,1,2,Science
72,84,74,81,Artistic,Drama,2,4,3,Humanities
83,83,68,75,Technical,Robotics,5,3,4,Science
66,68,71,82,Literary,Volunteering,1,5,1,Humanities
85,84,74,90,Literary,Debating,5,2,4,Humanities
70,63,100,100,Artistic,Volunteering,2,5,4,Humanities
71,88,41,59,Artistic,Debating,4,1,2,Science
70,92,84,67,Literary,Debating,4,2,4,Humanities
74,66,100,76,Technical,Robotics,1,5,4,Humanities
58,66,62,72,Business,Finance Club,2,3,4,Commerce
78,69,61,61,Literary,Volunteering,3,2,1,Science
52,78,87,89,Business,Finance Club,1,3,2,Commerce
84,67,81,76,Business,Volunteering,1,3,5,Commerce
85,67,72,48,Literary,Volunteering,3,2,1,Science
68,85,64,92,Literary,Debating,3,3,3,Humanities
60,53,74,88,Technical,Robotics,1,4,1,Humanities
75,79,88,74,Technical,Volunteering,4,5,3,Science
71,76,83,73,Business,Entrepreneurship,4,4,5,Commerce
79,72,68,89,Technical,Robotics,4,3,3,Science
92,93,74,81,Technical,Robotics,5,4,5,Science
70,47,88,77,Artistic,Drama,1,4,4,Humanities
63,72,86,70,Business,Finance Club,1,2,5,Commerce
68,59,60,57,Technical,Robotics,3,1,2,Science
90,80,68,58,Business,Entrepreneurship,5,2,3,Commerce
82,79,74,88,Technical,Robotics,4,4,1,Science
51,75,65,78,Business,Entrepreneurship,2,4,1,Humanities
72,89,83,56,Artistic,Volunteering,2,3,4,Humanities
76,79,82,75,Technical,Robotics,5,5,5,Science
64,77,68,71,Artistic,Debating,1,3,3,Humanities
66,66,82,91,Literary,Drama,1,5,3,Humanities
85,95,100,75,Technical,Volunteering,5,3,4,Science
92,98,64,90,Business,Finance Club,5,4,2,Science
57,52,80,72,Literary,Drama,1,2,1,Humanities
59,65,80,69,Business,Finance Club,3,4,1,Commerce
83,64,82,82,Business,Volunteering,3,4,5,Commerce
59,83,62,75,Business,Entrepreneurship,1,3,1,Commerce
80,81,90,94,Technical,Volunteering,4,4,3,Science
73,54,95,79,Literary,Volunteering,1,4,4,Humanities
74,67,78,70,Artistic,Volunteering,2,5,4,Humanities
52,75,78,64,Literary,Drama,1,4,1,Humanities
61,93,88,66,Business,Finance Club,2,2,5,Commerce
72,85,79,60,Artistic,Drama,2,5,5,Humanities
65,75,86,81,Artistic,Debating,2,5,5,Humanities
96,96,60,64,Technical,Robotics,5,1,5,Science
66,74,87,82,Literary,Drama,3,2,5,Humanities
79,57,83,72,Artistic,Drama,3,5,4,Humanities
82,74,70,85,Business,Entrepreneurship,1,4,4,Commerce
92,67,76,77,Artistic,Debating,5,1,3,Humanities
86,71,70,57,Business,Volunteering,4,1,2,Science
82,79,69,64,Business,Volunteering,1,3,1,Commerce
82,60,68,61,Technical,Volunteering,4,1,2,Science
84,80,85,65,Literary,Debating,3,5,5,Humanities
67,96,81,66,Technical,Volunteering,5,2,2,Science
83,89,65,67,Business,Volunteering,2,1,5,Commerce
86,68,84,83,Technical,Volunteering,4,4,4,Science
56,70,83,91,Technical,Robotics,2,5,2,Humanities
78,69,93,75,Artistic,Debating,3,5,5,Humanities
79,100,58,72,Technical,Volunteering,5,3,1,Science
82,83,75,68,Artistic,Debating,3,4,2,Humanities
71,78,86,63,Literary,Volunteering,4,3,1,Humanities
75,91,59,83,Literary,Volunteering,5,4,2,Humanities
49,54,56,92,Literary,Drama,1,4,5,Humanities
62,96,70,89,Artistic,Drama,1,5,5,Humanities
58,95,67,58,Business,Finance Club,3,2,2,Commerce
66,63,91,87,Artistic,Drama,1,4,4,Humanities
94,67,95,76,Literary,Drama,2,2,2,Humanities
67,60,73,65,Literary,Volunteering,3,3,3,Humanities
61,68,81,57,Technical,Robotics,1,2,3,Science
60,55,63,65,Literary,Drama,2,2,3,Humanities
84,82,65,55,Business,Volunteering,2,1,5,Commerce
63,68,79,58,Business,Entrepreneurship,3,1,5,Commerce
49,70,95,74,Literary,Drama,1,4,5,Humanities
63,70,79,75,Technical,Robotics,2,2,3,Science
62,65,89,67,Artistic,Volunteering,1,5,4,Humanities
83,87,87,85,Artistic,Drama,4,4,4,Humanities
79,74,89,95,Business,Volunteering,5,5,4,Humanities
81,71,85,83,Literary,Drama,4,3,4,Humanities
